question,intent
What does Essence Ring do?,item_info
Explain Essence Ring,item_info
How does Essence Ring work?,item_info
Describe Essence Ring,item_info
Tell me about Essence Ring,item_info
Info about Essence Ring,item_info
What is Essence Ring in Dota 2?,item_info
What does Essence Ring do in Dota?,item_info
How does Essence Ring work in Dota 2?,item_info
Explain what Essence Ring does,item_info
What does Essence Ring give?,item_info
Stats for Essence Ring?,item_info
Info on Essence Ring,item_info
What is Eternal Shroud?,item_info
What does Eternal Shroud do?,item_info
Explain Eternal Shroud,item_info
How does Eternal Shroud work?,item_info
Describe Eternal Shroud,item_info
Tell me about Eternal Shroud,item_info
Info about Eternal Shroud,item_info
What is Eternal Shroud in Dota 2?,item_info
What does Eternal Shroud do in Dota?,item_info
How does Eternal Shroud work in Dota 2?,item_info
Explain what Eternal Shroud does,item_info
What does Eternal Shroud give?,item_info
Stats for Eternal Shroud?,item_info
Info on Eternal Shroud,item_info
What is Ethereal Blade?,item_info
What does Ethereal Blade do?,item_info
Explain Ethereal Blade,item_info
How does Ethereal Blade work?,item_info
Describe Ethereal Blade,item_info
Tell me about Ethereal Blade,item_info
Info about Ethereal Blade,item_info
What is Ethereal Blade in Dota 2?,item_info
What does Ethereal Blade do in Dota?,item_info
How does Ethereal Blade work in Dota 2?,item_info
Explain what Ethereal Blade does,item_info
What does Ethereal Blade give?,item_info
Stats for Ethereal Blade?,item_info
Info on Ethereal Blade,item_info
What is Eul's Scepter of Divinity?,item_info
What does Eul's Scepter of Divinity do?,item_info
Explain Eul's Scepter of Divinity,item_info
How does Eul's Scepter of Divinity work?,item_info
Describe Eul's Scepter of Divinity,item_info
Tell me about Eul's Scepter of Divinity,item_info
Info about Eul's Scepter of Divinity,item_info
What is Eul's Scepter of Divinity in Dota 2?,item_info
What does Eul's Scepter of Divinity do in Dota?,item_info
How does Eul's Scepter of Divinity work in Dota 2?,item_info
Explain what Eul's Scepter of Divinity does,item_info
What does Eul's Scepter of Divinity give?,item_info
Stats for Eul's Scepter of Divinity?,item_info
Info on Eul's Scepter of Divinity,item_info
What is Evolved?,item_info
What does Evolved do?,item_info
Explain Evolved,item_info
How does Evolved work?,item_info
Describe Evolved,item_info
Tell me about Evolved,item_info
Info about Evolved,item_info
What is Evolved in Dota 2?,item_info
What does Evolved do in Dota?,item_info
How does Evolved work in Dota 2?,item_info
Explain what Evolved does,item_info
What does Evolved give?,item_info
Stats for Evolved?,item_info
Info on Evolved,item_info
What is Ex Machina?,item_info
What does Ex Machina do?,item_info
Explain Ex Machina,item_info
How does Ex Machina work?,item_info
Describe Ex Machina,item_info
Tell me about Ex Machina,item_info
Info about Ex Machina,item_info
What is Ex Machina in Dota 2?,item_info
What does Ex Machina do in Dota?,item_info
How does Ex Machina work in Dota 2?,item_info
Explain what Ex Machina does,item_info
What does Ex Machina give?,item_info
Stats for Ex Machina?,item_info
Info on Ex Machina,item_info
What is Eye of Skadi?,item_info
What does Eye of Skadi do?,item_info
Explain Eye of Skadi,item_info
How does Eye of Skadi work?,item_info
Describe Eye of Skadi,item_info
Tell me about Eye of Skadi,item_info
Info about Eye of Skadi,item_info
What is Eye of Skadi in Dota 2?,item_info
What does Eye of Skadi do in Dota?,item_info
How does Eye of Skadi work in Dota 2?,item_info
Explain what Eye of Skadi does,item_info
What does Eye of Skadi give?,item_info
Stats for Eye of Skadi?,item_info
Info on Eye of Skadi,item_info
What is Eye of the Vizier?,item_info
What does Eye of the Vizier do?,item_info
Explain Eye of the Vizier,item_info
How does Eye of the Vizier work?,item_info
Describe Eye of the Vizier,item_info
Tell me about Eye of the Vizier,item_info
Info about Eye of the Vizier,item_info
What is Eye of the Vizier in Dota 2?,item_info
What does Eye of the Vizier do in Dota?,item_info
How does Eye of the Vizier work in Dota 2?,item_info
Explain what Eye of the Vizier does,item_info
What does Eye of the Vizier give?,item_info
Stats for Eye of the Vizier?,item_info
Info on Eye of the Vizier,item_info
What is Faded Broach?,item_info
What does Faded Broach do?,item_info
Explain Faded Broach,item_info
How does Faded Broach work?,item_info
Describe Faded Broach,item_info
Tell me about Faded Broach,item_info
Info about Faded Broach,item_info
What is Faded Broach in Dota 2?,item_info
What does Faded Broach do in Dota?,item_info
How does Faded Broach work in Dota 2?,item_info
Explain what Faded Broach does,item_info
What does Faded Broach give?,item_info
Stats for Faded Broach?,item_info
Info on Faded Broach,item_info
What is Fae Grenade?,item_info
What does Fae Grenade do?,item_info
Explain Fae Grenade,item_info
How does Fae Grenade work?,item_info
Describe Fae Grenade,item_info
Tell me about Fae Grenade,item_info
Info about Fae Grenade,item_info
What is Fae Grenade in Dota 2?,item_info
What does Fae Grenade do in Dota?,item_info
How does Fae Grenade work in Dota 2?,item_info
Explain what Fae Grenade does,item_info
What does Fae Grenade give?,item_info
Stats for Fae Grenade?,item_info
Info on Fae Grenade,item_info
What is Faerie Fire?,item_info
What does Faerie Fire do?,item_info
Explain Faerie Fire,item_info
How does Faerie Fire work?,item_info
Describe Faerie Fire,item_info
Tell me about Faerie Fire,item_info
Info about Faerie Fire,item_info
What is Faerie Fire in Dota 2?,item_info
What does Faerie Fire do in Dota?,item_info
How does Faerie Fire work in Dota 2?,item_info
Explain what Faerie Fire does,item_info
What does Faerie Fire give?,item_info
Stats for Faerie Fire?,item_info
Info on Faerie Fire,item_info
What is Fairy's Trinket?,item_info
What does Fairy's Trinket do?,item_info
Explain Fairy's Trinket,item_info
How does Fairy's Trinket work?,item_info
Describe Fairy's Trinket,item_info
Tell me about Fairy's Trinket,item_info
Info about Fairy's Trinket,item_info
What is Fairy's Trinket in Dota 2?,item_info
What does Fairy's Trinket do in Dota?,item_info
How does Fairy's Trinket work in Dota 2?,item_info
Explain what Fairy's Trinket does,item_info
What does Fairy's Trinket give?,item_info
Stats for Fairy's Trinket?,item_info
Info on Fairy's Trinket,item_info
What is Falcon Blade?,item_info
What does Falcon Blade do?,item_info
Explain Falcon Blade,item_info
How does Falcon Blade work?,item_info
Describe Falcon Blade,item_info
Tell me about Falcon Blade,item_info
Info about Falcon Blade,item_info
What is Falcon Blade in Dota 2?,item_info
What does Falcon Blade do in Dota?,item_info
How does Falcon Blade work in Dota 2?,item_info
Explain what Falcon Blade does,item_info
What does Falcon Blade give?,item_info
Stats for Falcon Blade?,item_info
Info on Falcon Blade,item_info
What is Fallen Sky?,item_info
What does Fallen Sky do?,item_info
Explain Fallen Sky,item_info
How does Fallen Sky work?,item_info
Describe Fallen Sky,item_info
Tell me about Fallen Sky,item_info
Info about Fallen Sky,item_info
What is Fallen Sky in Dota 2?,item_info
What does Fallen Sky do in Dota?,item_info
How does Fallen Sky work in Dota 2?,item_info
Explain what Fallen Sky does,item_info
What does Fallen Sky give?,item_info
Stats for Fallen Sky?,item_info
Info on Fallen Sky,item_info
What is Feverish?,item_info
What does Feverish do?,item_info
Explain Feverish,item_info
How does Feverish work?,item_info
Describe Feverish,item_info
Tell me about Feverish,item_info
Info about Feverish,item_info
What is Feverish in Dota 2?,item_info
What does Feverish do in Dota?,item_info
How does Feverish work in Dota 2?,item_info
Explain what Feverish does,item_info
What does Feverish give?,item_info
Stats for Feverish?,item_info
Info on Feverish,item_info
What is Fierce?,item_info
What does Fierce do?,item_info
Explain Fierce,item_info
How does Fierce work?,item_info
Describe Fierce,item_info
Tell me about Fierce,item_info
Info about Fierce,item_info
What is Fierce in Dota 2?,item_info
What does Fierce do in Dota?,item_info
How does Fierce work in Dota 2?,item_info
Explain what Fierce does,item_info
What does Fierce give?,item_info
Stats for Fierce?,item_info
Info on Fierce,item_info
What is Flayer's Bota?,item_info
What does Flayer's Bota do?,item_info
Explain Flayer's Bota,item_info
How does Flayer's Bota work?,item_info
Describe Flayer's Bota,item_info
Tell me about Flayer's Bota,item_info
Info about Flayer's Bota,item_info
What is Flayer's Bota in Dota 2?,item_info
What does Flayer's Bota do in Dota?,item_info
How does Flayer's Bota work in Dota 2?,item_info
Explain what Flayer's Bota does,item_info
What does Flayer's Bota give?,item_info
Stats for Flayer's Bota?,item_info
Info on Flayer's Bota,item_info
What is Fleetfooted?,item_info
What does Fleetfooted do?,item_info
Explain Fleetfooted,item_info
How does Fleetfooted work?,item_info
Describe Fleetfooted,item_info
Tell me about Fleetfooted,item_info
Info about Fleetfooted,item_info
What is Fleetfooted in Dota 2?,item_info
What does Fleetfooted do in Dota?,item_info
How does Fleetfooted work in Dota 2?,item_info
Explain what Fleetfooted does,item_info
What does Fleetfooted give?,item_info
Stats for Fleetfooted?,item_info
Info on Fleetfooted,item_info
What is Flicker?,item_info
What does Flicker do?,item_info
Explain Flicker,item_info
How does Flicker work?,item_info
Describe Flicker,item_info
Tell me about Flicker,item_info
Info about Flicker,item_info
What is Flicker in Dota 2?,item_info
What does Flicker do in Dota?,item_info
How does Flicker work in Dota 2?,item_info
Explain what Flicker does,item_info
What does Flicker give?,item_info
Stats for Flicker?,item_info
Info on Flicker,item_info
What is Fluffy Hat?,item_info
What does Fluffy Hat do?,item_info
Explain Fluffy Hat,item_info
How does Fluffy Hat work?,item_info
Describe Fluffy Hat,item_info
Tell me about Fluffy Hat,item_info
Info about Fluffy Hat,item_info
What is Fluffy Hat in Dota 2?,item_info
What does Fluffy Hat do in Dota?,item_info
How does Fluffy Hat work in Dota 2?,item_info
Explain what Fluffy Hat does,item_info
What does Fluffy Hat give?,item_info
Stats for Fluffy Hat?,item_info
Info on Fluffy Hat,item_info
What is Flying Courier?,item_info
What does Flying Courier do?,item_info
Explain Flying Courier,item_info
How does Flying Courier work?,item_info
Describe Flying Courier,item_info
Tell me about Flying Courier,item_info
Info about Flying Courier,item_info
What is Flying Courier in Dota 2?,item_info
What does Flying Courier do in Dota?,item_info
How does Flying Courier work in Dota 2?,item_info
Explain what Flying Courier does,item_info
What does Flying Courier give?,item_info
Stats for Flying Courier?,item_info
Info on Flying Courier,item_info
What is Force Boots?,item_info
What does Force Boots do?,item_info
Explain Force Boots,item_info
How does Force Boots work?,item_info
Describe Force Boots,item_info
Tell me about Force Boots,item_info
Info about Force Boots,item_info
What is Force Boots in Dota 2?,item_info
What does Force Boots do in Dota?,item_info
How does Force Boots work in Dota 2?,item_info
Explain what Force Boots does,item_info
What does Force Boots give?,item_info
Stats for Force Boots?,item_info
Info on Force Boots,item_info
What is Force Staff?,item_info
What does Force Staff do?,item_info
Explain Force Staff,item_info
How does Force Staff work?,item_info
Describe Force Staff,item_info
Tell me about Force Staff,item_info
Info about Force Staff,item_info
What is Force Staff in Dota 2?,item_info
What does Force Staff do in Dota?,item_info
How does Force Staff work in Dota 2?,item_info
Explain what Force Staff does,item_info
What does Force Staff give?,item_info
Stats for Force Staff?,item_info
Info on Force Staff,item_info
What is Forebearer's Fortune?,item_info
What does Forebearer's Fortune do?,item_info
Explain Forebearer's Fortune,item_info
How does Forebearer's Fortune work?,item_info
Describe Forebearer's Fortune,item_info
Tell me about Forebearer's Fortune,item_info
Info about Forebearer's Fortune,item_info
What is Forebearer's Fortune in Dota 2?,item_info
What does Forebearer's Fortune do in Dota?,item_info
How does Forebearer's Fortune work in Dota 2?,item_info
Explain what Forebearer's Fortune does,item_info
What does Forebearer's Fortune give?,item_info
Stats for Forebearer's Fortune?,item_info
Info on Forebearer's Fortune,item_info
What is Fusion Rune?,item_info
What does Fusion Rune do?,item_info
Explain Fusion Rune,item_info
How does Fusion Rune work?,item_info
Describe Fusion Rune,item_info
Tell me about Fusion Rune,item_info
Info about Fusion Rune,item_info
What is Fusion Rune in Dota 2?,item_info
What does Fusion Rune do in Dota?,item_info
How does Fusion Rune work in Dota 2?,item_info
Explain what Fusion Rune does,item_info
What does Fusion Rune give?,item_info
Stats for Fusion Rune?,item_info
Info on Fusion Rune,item_info
What is Gale Guard?,item_info
What does Gale Guard do?,item_info
Explain Gale Guard,item_info
How does Gale Guard work?,item_info
Describe Gale Guard,item_info
Tell me about Gale Guard,item_info
Info about Gale Guard,item_info
What is Gale Guard in Dota 2?,item_info
What does Gale Guard do in Dota?,item_info
How does Gale Guard work in Dota 2?,item_info
Explain what Gale Guard does,item_info
What does Gale Guard give?,item_info
Stats for Gale Guard?,item_info
Info on Gale Guard,item_info
What is Gauntlets of Strength?,item_info
